step,stage,document_span,train_loss,grad_norm,lr,val_loss,val_ppl
1,stage1,1,9.80551528930664,2.680997529110289,0.0001,,
2,stage1,1,9.69719123840332,2.6180111147162326,0.00010080160320641282,,
3,stage1,1,9.594568252563477,2.500429272768519,0.00010160320641282566,,
4,stage1,1,9.506525993347168,2.398822327369503,0.00010240480961923848,,
5,stage1,1,9.42210578918457,2.259828502276835,0.00010320641282565131,,
6,stage1,1,9.338115692138672,2.156319481285515,0.00010400801603206413,,
7,stage1,1,9.274713516235352,2.0111799898753575,0.00010480961923847696,,
8,stage1,1,9.20240592956543,1.9142448715347926,0.00010561122244488978,,
9,stage1,1,9.14487075805664,1.8096138092135203,0.00010641282565130261,,
10,stage1,1,9.078766822814941,1.771621629940185,0.00010721442885771543,,
11,stage1,1,9.03818130493164,1.6878336088486072,0.00010801603206412827,,
12,stage1,1,8.982068061828613,1.6372125883168667,0.00010881763527054109,,
13,stage1,1,8.937294006347656,1.6160916573639406,0.00010961923847695392,,
14,stage1,1,8.897950172424316,1.5867766030927013,0.00011042084168336674,,
15,stage1,1,8.857861518859863,1.5753534082223566,0.00011122244488977957,,
16,stage1,1,8.813883781433105,1.5620534444367267,0.00011202404809619239,,
17,stage2,1,8.782264709472656,1.5341341384782443,0.00011282565130260521,,
18,stage2,1,8.73691463470459,1.5371421394452627,0.00011362725450901804,,
19,stage2,1,8.695765495300293,1.5301955020266285,0.00011442885771543088,,
20,stage2,1,8.656532287597656,1.5251227737793722,0.0001152304609218437,,
21,stage2,1,8.618127822875977,1.5200034105246971,0.00011603206412825651,,
22,stage2,1,8.583183288574219,1.4959192457964852,0.00011683366733466935,,
23,stage2,1,8.545252799987793,1.4893973622648258,0.00011763527054108217,,
24,stage2,1,8.511496543884277,1.4722953581467897,0.000118436873747495,,
25,stage2,1,8.465694427490234,1.4775950140908116,0.00011923847695390782,,
26,stage2,1,8.425955772399902,1.4790909713581388,0.00012004008016032065,,
27,stage2,1,8.392753601074219,1.4541805322600299,0.00012084168336673347,,
28,stage2,1,8.35429859161377,1.4522220808808224,0.00012164328657314629,,
29,stage2,1,8.326473236083984,1.4310545885865564,0.00012244488977955912,,
30,stage2,1,8.289986610412598,1.4275094145104408,0.00012324649298597196,,
31,stage2,1,8.268960952758789,1.3851404089496488,0.00012404809619238476,,
32,stage2,1,8.212952613830566,1.413940316178514,0.0001248496993987976,,
33,stage2,1,8.19064712524414,1.3846640962492787,0.00012565130260521043,,
