step,stage,document_span,train_loss,grad_norm,lr,val_loss,val_ppl
1,stage1,1,9.806188583374023,2.6666478105631612,0.0001,,
2,stage1,1,9.698128700256348,2.609631780602106,0.00010080160320641282,,
3,stage1,1,9.59662914276123,2.5010799046443575,0.00010160320641282566,,
4,stage1,1,9.503040313720703,2.3699966558716326,0.00010240480961923848,,
5,stage1,1,9.420356750488281,2.236827200525212,0.00010320641282565131,,
6,stage1,1,9.333344459533691,2.1553711124301387,0.00010400801603206413,,
7,stage1,1,9.26579475402832,2.0114895559580845,0.00010480961923847696,,
8,stage1,1,9.194930076599121,1.922691195407071,0.00010561122244488978,,
9,stage1,1,9.141242980957031,1.804642188587747,0.00010641282565130261,,
10,stage1,1,9.082748413085938,1.7495288560504438,0.00010721442885771543,,
11,stage1,1,9.030213356018066,1.6996849593796153,0.00010801603206412827,,
12,stage1,1,8.975379943847656,1.6686558090505732,0.00010881763527054109,,
13,stage1,1,8.939584732055664,1.6059963701904338,0.00010961923847695392,,
14,stage1,1,8.897202491760254,1.5854860474123453,0.00011042084168336674,,
15,stage1,1,8.855790138244629,1.5726354826926763,0.00011122244488977957,,
16,stage1,1,8.805672645568848,1.5747482200147134,0.00011202404809619239,,
17,stage2,1,8.775568008422852,1.5452330475902472,0.00011282565130260521,,
18,stage2,1,8.73046588897705,1.5426360374529118,0.00011362725450901804,,
19,stage2,1,8.689129829406738,1.5408476324486269,0.00011442885771543088,,
20,stage2,1,8.653982162475586,1.5184465368229003,0.0001152304609218437,,
21,stage2,1,8.61624813079834,1.5158202029762038,0.00011603206412825651,,
22,stage2,1,8.57919979095459,1.4971256614182402,0.00011683366733466935,,
23,stage2,1,8.537837982177734,1.500563774401345,0.00011763527054108217,,
24,stage2,1,8.510334968566895,1.465275433098448,0.000118436873747495,,
25,stage2,1,8.464044570922852,1.4743957025178651,0.00011923847695390782,,
26,stage2,1,8.426600456237793,1.4679127501580864,0.00012004008016032065,,
27,stage2,1,8.390226364135742,1.451816630994952,0.00012084168336673347,,
28,stage2,1,8.354025840759277,1.4455565669071422,0.00012164328657314629,,
29,stage2,1,8.325470924377441,1.4256845321317924,0.00012244488977955912,,
30,stage2,1,8.284289360046387,1.4254345567087539,0.00012324649298597196,,
31,stage2,1,8.26172161102295,1.3907037296655826,0.00012404809619238476,,
32,stage2,1,8.222590446472168,1.3903223389282953,0.0001248496993987976,,
33,stage2,1,8.18395709991455,1.392042009426103,0.00012565130260521043,,
34,stage2,1,8.153399467468262,1.3628523133801465,0.00012645290581162326,,
35,stage2,1,8.125678062438965,1.3508411568078431,0.00012725450901803607,,
36,stage2,1,8.089977264404297,1.3393228043940466,0.0001280561122244489,,
37,stage2,1,8.070795059204102,1.304236326781161,0.00012885771543086173,,
38,stage2,1,8.045982360839844,1.2726494992825583,0.00012965931863727457,,
39,stage2,1,8.016117095947266,1.2509017957569855,0.00013046092184368737,,
40,stage2,1,7.980503082275391,1.2373287835858806,0.0001312625250501002,,
41,stage2,1,7.948614120483398,1.224415945546764,0.00013206412825651304,,
42,stage2,1,7.921218395233154,1.2058918730683097,0.00013286573146292584,,
43,stage2,1,7.902816295623779,1.155217596829808,0.00013366733466933868,,
44,stage2,1,7.8775315284729,1.1321404229861214,0.0001344689378757515,,
45,stage2,1,7.846644401550293,1.1064886606734425,0.00013527054108216434,,
46,stage2,1,7.813270092010498,1.093336304564812,0.00013607214428857717,,
47,stage2,1,7.80703067779541,1.0439659883782009,0.00013687374749498998,,
48,stage2,1,7.780835151672363,1.0052059189449425,0.0001376753507014028,,
49,stage2,1,7.748876571655273,0.9953404608151025,0.00013847695390781565,,
50,stage2,1,7.725252628326416,0.9619292530958867,0.00013927855711422845,,
51,stage2,1,7.714097499847412,0.9170464913024675,0.00014008016032064128,,
52,stage2,1,7.705654144287109,0.8596945433215678,0.00014088176352705412,,
53,stage2,1,7.672186851501465,0.8395047030413553,0.00014168336673346692,,
54,stage2,1,7.655020713806152,0.7917786253665825,0.00014248496993987976,,
55,stage2,1,7.640353679656982,0.7454798164689761,0.0001432865731462926,,
56,stage2,1,7.638601303100586,0.6809628214703944,0.00014408817635270542,,
57,stage2,1,7.630157947540283,0.6319069910469295,0.00014488977955911825,,
58,stage2,1,7.621613025665283,0.5776290166947118,0.00014569138276553106,,
59,stage2,1,7.610800743103027,0.5404191740489463,0.0001464929859719439,,
60,stage2,1,7.602880001068115,0.49328390021285745,0.00014729458917835673,,
