step,stage,document_span,train_loss,grad_norm,lr,val_loss,val_ppl
1,stage1,1,9.80752944946289,2.660990859928033,0.0001,,
2,stage1,1,9.700223922729492,2.5464906289313225,0.00010080160320641282,,
3,stage1,1,9.601144790649414,2.422034749846841,0.00010160320641282566,,
4,stage1,1,9.509157180786133,2.3416915967748384,0.00010240480961923848,,
5,stage1,1,9.421039581298828,2.234960594283117,0.00010320641282565131,,
6,stage1,1,9.344009399414062,2.1224105671596796,0.00010400801603206413,,
7,stage1,1,9.271805763244629,1.9814107765670141,0.00010480961923847696,,
8,stage1,1,9.20329761505127,1.9129928784901449,0.00010561122244488978,,
9,stage1,1,9.143017768859863,1.8170531994470542,0.00010641282565130261,,
10,stage1,1,9.084238052368164,1.7667848237979873,0.00010721442885771543,,
11,stage1,1,9.03050422668457,1.7073539517040888,0.00010801603206412827,,
12,stage1,1,8.983124732971191,1.6558682531256876,0.00010881763527054109,,
13,stage1,1,8.939384460449219,1.6152688852330466,0.00010961923847695392,,
14,stage1,1,8.900115013122559,1.5792495510790419,0.00011042084168336674,,
15,stage1,1,8.865240097045898,1.5584091971698721,0.00011122244488977957,,
16,stage1,1,8.81200885772705,1.556094257371664,0.00011202404809619239,,
17,stage2,1,8.776326179504395,1.5400939275186398,0.00011282565130260521,,
18,stage2,1,8.732755661010742,1.5380851372902073,0.00011362725450901804,,
19,stage2,1,8.69922161102295,1.515983862927149,0.00011442885771543088,,
20,stage2,1,8.648761749267578,1.5285627023113202,0.0001152304609218437,,
21,stage2,1,8.617219924926758,1.5201657210408073,0.00011603206412825651,,
22,stage2,1,8.580190658569336,1.5012116722364668,0.00011683366733466935,,
23,stage2,1,8.545354843139648,1.4941334427726423,0.00011763527054108217,,
24,stage2,1,8.506924629211426,1.4784285550850984,0.000118436873747495,,
25,stage2,1,8.467058181762695,1.473886464876457,0.00011923847695390782,,
26,stage2,1,8.425116539001465,1.4714343655703177,0.00012004008016032065,,
27,stage2,1,8.397154808044434,1.4397550980816478,0.00012084168336673347,,
28,stage2,1,8.358506202697754,1.441797035602347,0.00012164328657314629,,
29,stage2,1,8.32878589630127,1.4230856388569648,0.00012244488977955912,,
30,stage2,1,8.291430473327637,1.4201084585711297,0.00012324649298597196,,
